text,intent
Can guest Mrs. Lori Holmes DVM request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Mrs. Lori Holmes DVM at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Mrs. Lori Holmes DVM?,modify_booking
Is Room Type A available at City Hotel for Debra Sanford?,availability
Can I reserve a room for Debra Sanford for 2 nights?,book_room
Is BB meal package included for Debra Sanford's room?,breakfast
Do you provide 0 parking space for reservation under Debra Sanford?,parking
Is parking space available at City Hotel for guest 427-545-3581?,parking
Can I cancel my booking under Debra Sanford?,cancel_booking
Check reservation status for Debra Sanford with status Canceled,booking_status
Is booking status for Debra Sanford confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Debra Sanford?,payment
"Does City Hotel feature a swimming pool, spa and gym for Debra Sanford?",hotel_facilities
What are the check-in times at City Hotel for arrival on 23 July?,checkin_checkout
Can guest Debra Sanford request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Debra Sanford at City Hotel,modify_booking
Can I change my reservation from 2 nights for Debra Sanford?,modify_booking
Is Room Type A available at City Hotel for Peggy Murphy?,availability
Can I reserve a room for Peggy Murphy for 11 nights?,book_room
How much is Room Type A at rate 95.81 per night?,room_price
Is BB meal package included for Peggy Murphy's room?,breakfast
Do you provide 0 parking space for reservation under Peggy Murphy?,parking
Is parking space available at City Hotel for guest 233-692-9381?,parking
Can I cancel my booking under Peggy Murphy?,cancel_booking
Check reservation status for Peggy Murphy with status Canceled,booking_status
Is booking status for Peggy Murphy confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Peggy Murphy?,payment
"Does City Hotel feature a swimming pool, spa and gym for Peggy Murphy?",hotel_facilities
Can guest Peggy Murphy request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Peggy Murphy at City Hotel,modify_booking
Can I change my reservation from 11 nights for Peggy Murphy?,modify_booking
Is Room Type A available at Resort Hotel for Christy Garcia?,availability
Can I reserve a room for Christy Garcia for 5 nights?,book_room
How much is Room Type A at rate 151.23 per night?,room_price
Is HB meal package included for Christy Garcia's room?,breakfast
Do you provide 0 parking space for reservation under Christy Garcia?,parking
Is parking space available at Resort Hotel for guest 487-445-1767?,parking
Can I cancel my booking under Christy Garcia?,cancel_booking
Check reservation status for Christy Garcia with status Check-Out,booking_status
Is booking status for Christy Garcia confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Christy Garcia?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Christy Garcia?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 18 August?,checkin_checkout
Can guest Christy Garcia request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Christy Garcia at Resort Hotel,modify_booking
Can I change my reservation from 5 nights for Christy Garcia?,modify_booking
Is Room Type B available at City Hotel for Matthew Holland?,availability
Can I reserve a room for Matthew Holland for 4 nights?,book_room
How much is Room Type B at rate 91.1 per night?,room_price
Is BB meal package included for Matthew Holland's room?,breakfast
Do you provide 0 parking space for reservation under Matthew Holland?,parking
Is parking space available at City Hotel for guest 244-180-1458?,parking
Can I cancel my booking under Matthew Holland?,cancel_booking
Check reservation status for Matthew Holland with status Check-Out,booking_status
Is booking status for Matthew Holland confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Matthew Holland?,payment
"Does City Hotel feature a swimming pool, spa and gym for Matthew Holland?",hotel_facilities
Can guest Matthew Holland request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Matthew Holland at City Hotel,modify_booking
Can I change my reservation from 4 nights for Matthew Holland?,modify_booking
Is Room Type D available at City Hotel for Derrick Parker?,availability
Can I reserve a room for Derrick Parker for 3 nights?,book_room
How much is Room Type D at rate 105.6 per night?,room_price
Is BB meal package included for Derrick Parker's room?,breakfast
Do you provide 0 parking space for reservation under Derrick Parker?,parking
Is parking space available at City Hotel for guest 504-926-2566?,parking
Can I cancel my booking under Derrick Parker?,cancel_booking
Check reservation status for Derrick Parker with status Check-Out,booking_status
Is booking status for Derrick Parker confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Derrick Parker?,payment
"Does City Hotel feature a swimming pool, spa and gym for Derrick Parker?",hotel_facilities
Can guest Derrick Parker request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Derrick Parker at City Hotel,modify_booking
Can I change my reservation from 3 nights for Derrick Parker?,modify_booking
Is Room Type A available at City Hotel for Pamela Cohen?,availability
Can I reserve a room for Pamela Cohen for 2 nights?,book_room
Is BB meal package included for Pamela Cohen's room?,breakfast
Do you provide 0 parking space for reservation under Pamela Cohen?,parking
Is parking space available at City Hotel for guest 320-167-3234?,parking
Can I cancel my booking under Pamela Cohen?,cancel_booking
Check reservation status for Pamela Cohen with status Canceled,booking_status
Is booking status for Pamela Cohen confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Pamela Cohen?,payment
"Does City Hotel feature a swimming pool, spa and gym for Pamela Cohen?",hotel_facilities
Can guest Pamela Cohen request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Pamela Cohen at City Hotel,modify_booking
Can I change my reservation from 2 nights for Pamela Cohen?,modify_booking
Is Room Type A available at City Hotel for Gary Davidson?,availability
Can I reserve a room for Gary Davidson for 3 nights?,book_room
How much is Room Type A at rate 72.8 per night?,room_price
Is BB meal package included for Gary Davidson's room?,breakfast
Do you provide 0 parking space for reservation under Gary Davidson?,parking
Is parking space available at City Hotel for guest 651-114-9564?,parking
Can I cancel my booking under Gary Davidson?,cancel_booking
Check reservation status for Gary Davidson with status Canceled,booking_status
Is booking status for Gary Davidson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Gary Davidson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Gary Davidson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 12 February?,checkin_checkout
Can guest Gary Davidson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Gary Davidson at City Hotel,modify_booking
Can I change my reservation from 3 nights for Gary Davidson?,modify_booking
Is Room Type A available at Resort Hotel for Gregory Williams?,availability
Can I reserve a room for Gregory Williams for 1 nights?,book_room
Is BB meal package included for Gregory Williams's room?,breakfast
Do you provide 0 parking space for reservation under Gregory Williams?,parking
Is parking space available at Resort Hotel for guest 763-893-0785?,parking
Can I cancel my booking under Gregory Williams?,cancel_booking
Check reservation status for Gregory Williams with status Check-Out,booking_status
Is booking status for Gregory Williams confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Gregory Williams?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Gregory Williams?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 28 August?,checkin_checkout
Can guest Gregory Williams request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Gregory Williams at Resort Hotel,modify_booking
Can I change my reservation from 1 nights for Gregory Williams?,modify_booking
Is Room Type A available at City Hotel for Edward Gregory?,availability
Can I reserve a room for Edward Gregory for 3 nights?,book_room
How much is Room Type A at rate 156.67 per night?,room_price
Is SC meal package included for Edward Gregory's room?,breakfast
Do you provide 0 parking space for reservation under Edward Gregory?,parking
Is parking space available at City Hotel for guest 204-990-0652?,parking
Can I cancel my booking under Edward Gregory?,cancel_booking
Check reservation status for Edward Gregory with status Check-Out,booking_status
Is booking status for Edward Gregory confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Edward Gregory?,payment
